Slot1ID,Slot2ID,Slot3ID,Slot1Sensor,Slot2Sensor,Slot3Sensor,MQ4Value,MQ5Value,MQ6Value,MQ9Value,DHTHumidity,DHTTemperature,BMPPressure,BMPTemperature,NEWTEMPTemperature
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.40,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,37,280,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
195,36,280,MQ4,DHT,BMP,160,,,,41.60,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.80,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,280,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,160,,,,41.60,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,160,,,,41.60,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,161,,,,41.40,13.80,782.00,22.31,
195,36,281,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,162,,,,41.50,13.80,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.50,13.80,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,160,,,,41.50,13.80,782.00,22.31,
196,37,281,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,280,MQ4,DHT,BMP,161,,,,41.50,13.80,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.50,13.80,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
195,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.80,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
195,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.40,13.80,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.40,13.80,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.40,13.80,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.80,782.00,22.31,
196,36,282,MQ4,DHT,BMP,160,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.40,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.20,13.80,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.20,13.80,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
195,36,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
197,35,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.30,13.90,782.00,22.31,
195,36,281,MQ4,DHT,BMP,161,,,,41.20,13.80,782.00,22.31,
196,35,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
195,36,280,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,160,,,,41.20,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.20,13.80,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,162,,,,41.20,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,162,,,,41.20,13.90,782.00,22.31,
197,36,280,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,160,,,,41.20,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
196,36,280,MQ4,DHT,BMP,162,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.10,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.20,13.80,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.20,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,160,,,,41.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.10,13.80,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.20,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,160,,,,41.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.10,13.80,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,162,,,,41.10,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.00,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,40.90,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,160,,,,40.90,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,36,280,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,160,,,,41.00,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
195,37,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,162,,,,41.10,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,160,,,,41.10,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.10,13.80,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
196,36,280,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,160,,,,41.00,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.00,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,160,,,,41.10,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,160,,,,41.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,41.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
197,38,281,MQ4,DHT,BMP,161,,,,41.40,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.40,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.40,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.40,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.40,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,162,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.70,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.70,13.90,782.00,22.31,
196,36,280,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.60,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.30,13.90,782.00,22.31,
197,38,282,MQ4,DHT,BMP,162,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
197,38,282,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.00,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.00,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,41.00,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,162,,,,40.90,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.70,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,40.70,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,40.70,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.70,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
197,37,280,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,160,,,,41.00,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,160,,,,41.10,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,40.90,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
196,37,280,MQ4,DHT,BMP,160,,,,40.80,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,40.70,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,40.70,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,160,,,,40.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,40.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,40.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
196,37,280,MQ4,DHT,BMP,161,,,,40.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,162,,,,40.70,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,40.70,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,40.80,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,40.90,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.00,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.10,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.20,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,41.30,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,162,,,,41.40,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.40,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,41.50,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.60,13.90,782.00,22.31,
197,38,282,MQ4,DHT,BMP,160,,,,41.60,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,41.70,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.70,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,41.80,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,41.80,13.90,782.00,22.31,
195,36,281,MQ4,DHT,BMP,161,,,,41.90,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,162,,,,42.00,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.00,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,42.00,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,162,,,,42.10,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,42.10,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,42.10,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.10,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,42.10,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,35,282,MQ4,DHT,BMP,161,,,,42.30,13.90,782.00,22.31,
195,36,282,MQ4,DHT,BMP,161,,,,42.30,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,42.30,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,37,282,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,35,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,282,MQ4,DHT,BMP,160,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
197,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,160,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,160,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
197,36,282,MQ4,DHT,BMP,160,,,,42.20,13.90,782.00,22.31,
196,37,281,MQ4,DHT,BMP,162,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.20,13.90,782.00,22.31,
196,36,281,MQ4,DHT,BMP,161,,,,42.30,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,42.30,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,42.30,13.90,782.00,22.31,
197,37,282,MQ4,DHT,BMP,161,,,,42.40,13.90,782.00,22.31,
197,37,281,MQ4,DHT,BMP,161,,,,42.40,13.90,782.00,22.31,
197,35,281,MQ4,DHT,BMP,161,,,,42.40,13.90,782.00,22.31,
